time (s),reference,Peltier,x = 0.1cm,x = 2.1cm,x = 6.1cm,x = 14.1cm,x = 30.1cm,x = 62.2cm
2456,25.079,28.162,28.791,29.138,29.106,28.004,25.55,25.236
2457,24.764,28.634,28.728,29.138,29.106,28.004,25.55,25.267
2458,24.796,28.571,28.697,29.075,29.075,28.004,25.55,25.267
2459,25.016,28.067,28.634,29.012,29.043,28.004,25.613,25.267
2460,24.953,28.13,28.54,28.98,29.012,28.004,25.582,25.267
2461,24.733,28.477,28.508,28.917,28.98,27.973,25.582,25.236
2462,24.921,28.13,28.477,28.886,28.949,27.973,25.582,25.299
2463,25.11,27.658,28.414,28.823,28.949,28.004,25.582,25.267
2464,24.827,28.13,28.351,28.791,28.886,28.004,25.613,25.267
2465,24.827,28.099,28.319,28.728,28.854,27.973,25.613,25.267
2466,25.047,27.627,28.288,28.665,28.854,27.973,25.613,25.267
2467,24.984,27.658,28.193,28.665,28.823,27.941,25.613,25.267
2468,24.764,28.004,28.13,28.603,28.76,27.973,25.613,25.236
2469,24.921,27.658,28.13,28.54,28.76,27.941,25.582,25.236
2470,25.142,27.186,28.067,28.508,28.728,27.941,25.613,25.267
2471,24.859,27.595,27.941,28.477,28.697,27.941,25.613,25.267
2472,24.796,27.627,27.91,28.414,28.665,27.941,25.613,25.267
2473,25.047,27.186,27.91,28.351,28.665,27.941,25.645,25.236
2474,25.047,27.029,27.816,28.319,28.634,27.91,25.645,25.267
2475,24.796,27.438,27.721,28.288,28.571,27.91,25.645,25.267
2476,24.921,27.123,27.721,28.193,28.571,27.91,25.645,25.267
2477,25.11,26.683,27.658,28.193,28.54,27.91,25.645,25.267
2478,24.827,27.123,27.564,28.162,28.54,27.879,25.645,25.267
2479,24.859,27.06,27.532,28.067,28.477,27.879,25.645,25.236
2480,25.079,26.557,27.469,28.004,28.477,27.879,25.676,25.267
2481,24.984,26.683,27.406,27.973,28.414,27.847,25.676,25.267
2482,24.796,26.966,27.344,27.91,28.382,27.879,25.676,25.236
2483,24.984,26.588,27.312,27.847,28.382,27.879,25.676,25.299
2484,25.142,26.179,27.249,27.847,28.351,27.847,25.708,25.267
2485,24.859,26.62,27.155,27.784,28.319,27.879,25.676,25.267
2486,24.827,26.588,27.123,27.721,28.288,27.847,25.676,25.267
2487,25.079,26.117,27.06,27.658,28.256,27.847,25.676,25.267
2488,25.016,26.117,26.997,27.627,28.225,27.816,25.676,25.267
2489,24.827,26.463,26.934,27.595,28.193,27.816,25.676,25.267
2490,24.984,26.117,26.934,27.532,28.162,27.816,25.676,25.267
2491,25.173,25.676,26.872,27.501,28.13,27.784,25.708,25.267
2492,24.859,26.117,26.746,27.406,28.067,27.816,25.708,25.267
2493,24.89,26.148,26.714,27.375,28.067,27.784,25.708,25.267
2494,25.079,25.645,26.683,27.312,28.036,27.784,25.708,25.267
2495,25.11,25.519,26.62,27.281,28.004,27.784,25.708,25.267
2496,24.89,25.896,26.557,27.218,27.973,27.784,25.739,25.299
2497,25.016,25.582,26.494,27.155,27.91,27.753,25.708,25.299
2498,25.142,25.204,26.463,27.123,27.879,27.753,25.708,25.267
2499,24.89,25.613,26.337,27.092,27.879,27.753,25.739,25.267
2500,24.921,25.582,26.337,27.029,27.816,27.721,25.708,25.267
2501,25.11,25.079,26.274,26.997,27.816,27.721,25.739,25.267
2502,25.016,25.079,26.211,26.934,27.784,27.721,25.739,25.267
2503,24.827,25.487,26.117,26.872,27.753,27.721,25.739,25.267
2504,24.953,25.142,26.117,26.809,27.69,27.69,25.771,25.267
2505,25.173,24.67,26.022,26.746,27.658,27.69,25.739,25.236
2506,24.921,25.016,25.991,26.714,27.627,27.658,25.739,25.267
2507,24.859,25.047,25.928,26.651,27.595,27.658,25.739,25.267
2508,25.079,24.67,25.865,26.588,27.595,27.658,25.739,25.267
2509,25.173,24.418,25.802,26.557,27.532,27.658,25.771,25.267
2510,24.89,24.89,25.708,26.494,27.532,27.627,25.771,25.299
2511,24.953,24.701,25.676,26.463,27.469,27.595,25.771,25.267
2512,25.173,24.23,25.645,26.4,27.469,27.627,25.771,25.267
2513,24.984,24.481,25.55,26.368,27.406,27.595,25.771,25.267
2514,24.859,24.607,25.487,26.274,27.375,27.595,25.771,25.267
2515,25.079,24.23,25.456,26.211,27.344,27.564,25.771,25.267
2516,25.236,23.853,25.393,26.211,27.312,27.595,25.771,25.267
2517,24.921,24.355,25.299,26.148,27.281,27.564,25.771,25.267
2518,24.921,24.261,25.267,26.085,27.249,27.595,25.771,25.267
2519,25.173,23.79,25.236,26.022,27.218,27.532,25.771,25.267
2520,25.11,23.821,25.142,25.991,27.155,27.501,25.802,25.267
2521,24.89,24.135,25.079,25.928,27.155,27.532,25.802,25.267
2522,25.016,23.821,25.047,25.865,27.092,27.469,25.802,25.299
2523,25.204,23.412,24.984,25.865,27.06,27.501,25.802,25.267
2524,24.953,23.758,24.89,25.771,27.029,27.469,25.802,25.267
2525,24.953,23.695,24.859,25.708,27.029,27.501,25.833,25.299
2526,25.173,23.255,24.827,25.676,26.966,27.469,25.802,25.267
2527,25.047,23.35,24.701,25.613,26.934,27.438,25.802,25.267
2528,24.921,23.632,24.67,25.519,26.903,27.438,25.833,25.267
2529,25.079,23.287,24.67,25.487,26.903,27.406,25.833,25.236
2530,25.236,22.847,24.576,25.456,26.809,27.406,25.833,25.299
2531,24.89,23.287,24.481,25.393,26.809,27.375,25.833,25.267
2532,24.984,23.224,24.45,25.33,26.777,27.375,25.833,25.267
2533,25.173,22.815,24.418,25.299,26.714,27.375,25.833,25.267
2534,25.142,22.69,24.324,25.236,26.683,27.344,25.833,25.267
2535,24.921,23.067,24.23,25.204,26.62,27.375,25.833,25.267
2536,25.047,22.815,24.198,25.142,26.62,27.344,25.833,25.299
2537,25.236,22.375,24.135,25.079,26.588,27.312,25.833,25.267
2538,24.984,22.721,24.041,25.047,26.525,27.312,25.833,25.267
2539,24.953,22.721,24.041,24.953,26.525,27.312,25.833,25.267
2540,25.11,22.313,23.978,24.921,26.494,27.281,25.833,25.299
2541,25.173,22.124,23.884,24.859,26.431,27.281,25.833,25.299
2542,24.921,22.595,23.821,24.796,26.4,27.249,25.865,25.267
2543,25.016,22.313,23.79,24.764,26.368,27.249,25.865,25.267
2544,25.236,21.841,23.727,24.67,26.337,27.249,25.865,25.299
2545,25.016,22.187,23.664,24.638,26.274,27.218,25.833,25.267
2546,24.953,22.313,23.601,24.607,26.274,27.218,25.865,25.267
2547,25.11,21.904,23.57,24.513,26.211,27.218,25.833,25.299
2548,25.236,21.59,23.475,24.513,26.179,27.186,25.896,25.299
2549,24.953,22.061,23.381,24.45,26.117,27.186,25.865,25.267
2550,24.827,21.936,23.381,24.387,26.117,27.155,25.865,25.267
2551,25.173,21.496,23.318,24.293,26.085,27.155,25.865,25.299
2552,25.173,21.433,23.255,24.293,26.022,27.123,25.865,25.299
2553,24.921,21.841,23.161,24.198,25.991,27.123,25.865,25.299
2554,25.047,21.59,23.161,24.167,25.959,27.092,25.865,25.236
2555,25.267,21.088,23.067,24.104,25.928,27.092,25.865,25.267
2556,25.079,21.339,23.004,24.073,25.896,27.06,25.896,25.267
2557,24.89,21.559,22.973,24.01,25.865,27.06,25.865,25.299
2558,25.079,21.245,22.941,23.947,25.833,27.06,25.896,25.299
2559,25.267,20.836,22.878,23.915,25.771,27.029,25.865,25.299
2560,25.079,21.213,22.784,23.853,25.771,27.029,25.865,25.299
2561,25.016,21.182,22.721,23.79,25.676,27.029,25.865,25.299
2562,25.173,20.805,22.721,23.758,25.676,26.966,25.896,25.299
2563,25.236,20.554,22.627,23.664,25.613,26.966,25.865,25.299
2564,24.953,21.025,22.533,23.664,25.582,26.903,25.896,25.267
2565,25.016,20.868,22.501,23.57,25.55,26.966,25.896,25.299
2566,25.236,20.397,22.47,23.538,25.487,26.934,25.896,25.299
2567,25.11,20.491,22.375,23.475,25.456,26.903,25.896,25.299
2568,24.921,20.805,22.313,23.444,25.425,26.903,25.896,25.299
2569,25.047,20.491,22.25,23.381,25.393,26.872,25.928,25.299
2570,25.267,20.083,22.218,23.318,25.362,26.872,25.896,25.299
2571,25.016,20.428,22.124,23.255,25.33,26.84,25.865,25.267
2572,24.953,20.491,22.093,23.224,25.267,26.809,25.896,25.299
2573,25.142,20.146,22.061,23.161,25.236,26.809,25.896,25.299
2574,25.299,19.8,21.967,23.098,25.204,26.777,25.896,25.299
2575,24.953,20.271,21.873,23.067,25.204,26.809,25.896,25.299
2576,24.984,20.208,21.873,23.004,25.11,26.746,25.928,25.299
2577,25.173,19.8,21.841,22.973,25.079,26.746,25.928,25.299
2578,25.267,19.549,21.747,22.878,25.047,26.746,25.896,25.299
2579,24.953,20.02,21.684,22.815,25.016,26.746,25.896,25.299
2580,25.047,19.894,21.653,22.784,25.016,26.714,25.896,25.299
2581,25.204,19.518,21.59,22.753,24.921,26.683,25.896,25.299
2582,25.204,19.455,21.496,22.69,24.89,26.683,25.896,25.299
2583,24.921,19.863,21.465,22.627,24.859,26.651,25.896,25.299
2584,25.047,19.612,21.433,22.564,24.827,26.62,25.896,25.299
2585,25.236,19.173,21.37,22.533,24.796,26.62,25.928,25.267
2586,25.142,19.298,21.307,22.501,24.733,26.588,25.896,25.33
2587,24.921,19.549,21.245,22.438,24.701,26.588,25.928,25.299
2588,25.11,19.267,21.245,22.375,24.67,26.557,25.896,25.299
2589,25.299,18.859,21.182,22.313,24.607,26.525,25.928,25.299
2590,25.173,19.173,21.088,22.281,24.607,26.525,25.896,25.299
2591,24.984,19.267,21.025,22.187,24.544,26.494,25.928,25.299
2592,25.173,18.89,20.993,22.156,24.513,26.525,25.896,25.299
2593,25.299,18.576,20.931,22.124,24.481,26.494,25.896,25.299
2594,25.016,19.047,20.868,22.061,24.45,26.463,25.896,25.299
2595,25.016,19.016,20.836,21.999,24.418,26.494,25.896,25.299
2596,25.236,18.608,20.805,21.967,24.387,26.431,25.896,25.299
2597,25.299,18.357,20.742,21.904,24.355,26.431,25.928,25.299
2598,24.984,18.827,20.648,21.873,24.293,26.4,25.896,25.299
2599,25.079,18.67,20.617,21.81,24.261,26.368,25.928,25.33
2600,25.236,18.262,20.585,21.747,24.198,26.368,25.928,25.299
2601,25.204,18.325,20.491,21.716,24.198,26.337,25.896,25.299
2602,24.984,18.576,20.428,21.684,24.167,26.337,25.896,25.299
2603,25.11,18.294,20.397,21.59,24.135,26.305,25.928,25.299
2604,25.33,17.917,20.334,21.59,24.104,26.274,25.896,25.267
2605,25.047,18.294,20.271,21.496,24.041,26.274,25.928,25.33
2606,25.016,18.357,20.24,21.465,24.01,26.242,25.896,25.267
2607,25.11,18.011,20.208,21.402,23.978,26.242,25.928,25.33
2608,25.299,17.666,20.114,21.37,23.947,26.211,25.896,25.299
2609,25.016,18.106,20.051,21.307,23.884,26.211,25.928,25.299
2610,25.016,18.074,20.02,21.276,23.853,26.179,25.928,25.299
2611,25.204,17.729,20.02,21.245,23.821,26.148,25.928,25.33
2612,25.299,17.478,19.926,21.182,23.79,26.148,25.896,25.299
2613,24.953,17.917,19.832,21.119,23.758,26.148,25.896,25.299
2614,25.079,17.76,19.832,21.056,23.695,26.117,25.928,25.299
2615,25.204,17.384,19.769,21.056,23.632,26.085,25.928,25.299
2616,25.204,17.353,19.706,20.993,23.632,26.054,25.896,25.299
2617,24.953,17.76,19.643,20.962,23.601,26.054,25.896,25.299
2618,25.079,17.541,19.612,20.899,23.538,26.022,25.896,25.33
2619,25.267,17.133,19.581,20.836,23.538,26.022,25.928,25.299
2620,25.173,17.259,19.486,20.805,23.475,25.991,25.928,25.33
2621,24.953,17.541,19.455,20.742,23.444,25.991,25.896,25.299
2622,25.047,17.321,19.455,20.679,23.412,25.959,25.896,25.299
2623,25.267,16.882,19.392,20.679,23.381,25.959,25.896,25.299
2624,25.173,17.102,19.298,20.617,23.318,25.928,25.896,25.299
2625,24.984,17.321,19.298,20.554,23.287,25.896,25.896,25.299
2626,25.11,17.039,19.267,20.522,23.255,25.896,25.896,25.299
2627,25.299,16.663,19.204,20.491,23.224,25.865,25.896,25.299
2628,25.079,16.945,19.11,20.428,23.161,25.865,25.928,25.299
2629,24.984,17.07,19.078,20.397,23.161,25.833,25.896,25.33
2630,25.142,16.757,19.047,20.334,23.098,25.802,25.896,25.33
2631,25.299,16.38,18.984,20.303,23.098,25.802,25.896,25.299
2632,24.984,16.819,18.921,20.24,23.035,25.771,25.896,25.33
2633,25.016,16.851,18.89,20.208,23.004,25.739,25.896,25.299
2634,25.204,16.506,18.859,20.146,22.941,25.708,25.896,25.33
2635,25.299,16.224,18.796,20.083,22.941,25.739,25.896,25.33
2636,25.016,16.663,18.702,20.051,22.878,25.708,25.896,25.299
2637,25.047,16.569,18.702,20.02,22.847,25.676,25.896,25.33
2638,25.236,16.161,18.67,19.957,22.815,25.676,25.896,25.299
2639,25.204,16.161,18.608,19.894,22.784,25.613,25.896,25.299
2640,24.984,16.537,18.545,19.863,22.753,25.613,25.896,25.33
2641,25.079,16.318,18.545,19.832,22.69,25.582,25.865,25.33
2642,25.267,15.91,18.482,19.769,22.69,25.582,25.896,25.299
2643,25.142,16.161,18.419,19.738,22.658,25.55,25.865,25.33
2644,25.016,16.224,18.388,19.706,22.595,25.519,25.865,25.33
2645,25.173,15.941,18.357,19.643,22.564,25.519,25.865,25.33
2646,25.267,15.691,18.294,19.643,22.533,25.519,25.865,25.33
2647,24.984,16.161,18.231,19.581,22.501,25.487,25.896,25.33
2648,25.047,16.004,18.2,19.518,22.47,25.456,25.865,25.362
2649,25.236,15.659,18.2,19.486,22.407,25.425,25.896,25.33
2650,25.173,15.628,18.106,19.455,22.375,25.425,25.865,25.33
2651,24.953,16.036,18.074,19.392,22.375,25.393,25.865,25.362
2652,25.079,15.816,18.074,19.361,22.313,25.362,25.865,25.33
2653,25.236,15.44,18.011,19.298,22.281,25.362,25.865,25.33
2654,25.142,15.565,17.949,19.267,22.25,25.362,25.865,25.299
2655,24.953,15.879,17.917,19.235,22.187,25.33,25.896,25.362
2656,25.047,15.628,17.886,19.173,22.187,25.267,25.865,25.33
2657,25.267,15.22,17.823,19.141,22.124,25.267,25.865,25.33
2658,25.142,15.471,17.76,19.11,22.093,25.267,25.833,25.33
2659,25.016,15.628,17.729,19.078,22.061,25.236,25.865,25.33
2660,25.142,15.346,17.729,19.047,22.03,25.236,25.833,25.33
2661,25.267,15.032,17.698,18.984,22.03,25.204,25.865,25.362
2662,25.016,15.409,17.604,18.953,21.967,25.173,25.833,25.299
2663,25.047,15.377,17.572,18.921,21.967,25.173,25.833,25.33
2664,25.204,15.032,17.541,18.859,21.904,25.142,25.833,25.33
2665,25.204,14.97,17.478,18.827,21.873,25.142,25.833,25.33
2666,24.921,15.409,17.447,18.796,21.841,25.079,25.833,25.33
2667,25.079,15.22,17.447,18.765,21.81,25.079,25.833,25.33
2668,25.236,14.813,17.415,18.733,21.779,25.047,25.833,25.33
2669,25.11,14.907,17.353,18.67,21.747,25.047,25.833,25.33
2670,24.953,15.252,17.321,18.639,21.684,25.016,25.802,25.362
2671,25.047,15.032,17.29,18.608,21.653,25.016,25.833,25.33
2672,25.236,14.688,17.259,18.576,21.653,24.984,25.833,25.33
2673,25.142,14.782,17.164,18.513,21.622,24.984,25.802,25.33
2674,24.89,15.126,17.164,18.513,21.559,24.953,25.833,25.33
2675,25.047,14.876,17.164,18.451,21.527,24.921,25.802,25.33
2676,25.236,14.5,17.133,18.451,21.496,24.921,25.833,25.33
2677,25.11,14.688,17.07,18.419,21.465,24.859,25.833,25.299
2678,24.953,14.938,17.07,18.357,21.465,24.859,25.771,25.33
2679,25.079,14.688,17.07,18.325,21.433,24.859,25.802,25.299
2680,25.267,14.343,16.976,18.294,21.402,24.827,25.771,25.33
2681,25.079,14.594,16.882,18.262,21.37,24.796,25.771,25.362
2682,24.984,14.782,16.882,18.2,21.307,24.796,25.802,25.362
2683,25.11,14.5,16.882,18.168,21.307,24.764,25.771,25.33
2684,25.267,14.186,16.851,18.137,21.276,24.733,25.802,25.33
2685,25.016,14.594,16.788,18.137,21.213,24.764,25.802,25.33
2686,24.984,14.625,16.757,18.074,21.182,24.701,25.771,25.33
2687,25.142,14.312,16.757,18.043,21.182,24.67,25.771,25.33
2688,25.267,13.998,16.694,18.011,21.15,24.67,25.771,25.33
2689,24.984,14.562,16.631,17.98,21.119,24.638,25.771,25.362
2690,24.953,14.562,16.663,17.949,21.088,24.638,25.739,25.33
2691,25.142,14.218,16.631,17.917,21.056,24.576,25.771,25.362
2692,25.267,13.936,16.6,17.886,20.993,24.576,25.771,25.362
2693,24.984,14.406,16.537,17.855,20.962,24.576,25.771,25.362
2694,24.984,14.312,16.506,17.823,20.962,24.544,25.739,25.362
2695,25.204,13.967,16.475,17.792,20.931,24.513,25.771,25.362
2696,25.173,13.904,16.443,17.76,20.899,24.513,25.739,25.362
2697,24.921,14.343,16.38,17.729,20.868,24.481,25.771,25.362
2698,25.016,14.155,16.412,17.698,20.836,24.45,25.739,25.362
2699,25.204,13.779,16.412,17.666,20.805,24.45,25.708,25.362
2700,25.079,13.936,16.318,17.666,20.774,24.418,25.708,25.393
2701,24.921,14.218,16.286,17.604,20.742,24.387,25.739,25.362
2702,25.016,13.998,16.286,17.541,20.711,24.387,25.739,25.362
2703,25.236,13.622,16.255,17.541,20.679,24.387,25.739,25.362
2704,24.953,13.998,16.192,17.51,20.679,24.355,25.739,25.362
2705,24.921,14.092,16.192,17.447,20.648,24.355,25.708,25.362
2706,25.079,13.779,16.192,17.447,20.617,24.293,25.708,25.33
2707,25.236,13.56,16.13,17.447,20.585,24.293,25.708,25.33
2708,24.921,14.061,16.098,17.384,20.554,24.261,25.676,25.362
2709,24.953,13.998,16.098,17.353,20.522,24.23,25.708,25.362
2710,25.142,13.685,16.098,17.353,20.522,24.261,25.708,25.33
2711,25.204,13.466,16.036,17.29,20.46,24.23,25.708,25.362
2712,24.89,13.998,16.004,17.29,20.428,24.198,25.708,25.393
2713,24.953,13.904,16.004,17.259,20.428,24.198,25.676,25.33
2714,25.11,13.528,16.004,17.227,20.397,24.167,25.676,25.393
2715,25.142,13.466,15.941,17.227,20.365,24.135,25.676,25.362
2716,24.89,13.936,15.91,17.196,20.334,24.135,25.676,25.33
2717,24.921,13.748,15.879,17.164,20.303,24.104,25.676,25.362
2718,25.173,13.434,15.91,17.133,20.271,24.073,25.676,25.362
2719,25.079,13.528,15.847,17.102,20.271,24.073,25.645,25.362
2720,24.89,13.81,15.847,17.102,20.24,24.041,25.676,25.362
2721,25.016,13.56,15.847,17.07,20.208,24.01,25.645,25.362
2722,25.204,13.246,15.816,17.039,20.177,24.01,25.676,25.393
2723,24.953,13.654,15.753,17.008,20.146,23.978,25.676,25.362
2724,24.921,13.685,15.753,16.976,20.114,23.947,25.645,25.393
2725,25.079,13.372,15.753,16.976,20.114,23.947,25.645,25.362
2726,25.11,13.246,15.691,16.914,20.083,23.915,25.645,25.362
2727,24.89,13.716,15.659,16.914,20.051,23.915,25.645,25.362
2728,24.984,13.591,15.691,16.882,20.051,23.884,25.645,25.362
2729,25.142,13.215,15.691,16.882,20.02,23.884,25.613,25.362
2730,24.984,13.372,15.597,16.882,19.989,23.853,25.613,25.362
2731,24.827,13.685,15.597,16.851,19.957,23.821,25.645,25.362
2732,24.953,13.434,15.597,16.819,19.957,23.821,25.613,25.362
2733,25.173,13.058,15.597,16.788,19.894,23.79,25.613,25.362
2734,24.89,13.528,15.565,16.788,19.926,23.758,25.613,25.362
2735,24.859,13.591,15.534,16.757,19.863,23.79,25.613,25.362
2736,25.016,13.309,15.565,16.725,19.863,23.727,25.582,25.362
2737,25.173,13.058,15.534,16.694,19.832,23.727,25.582,25.393
2738,24.859,13.56,15.471,16.694,19.8,23.727,25.582,25.362
2739,24.89,13.497,15.503,16.694,19.8,23.695,25.582,25.393
2740,25.079,13.152,15.503,16.663,19.706,23.664,25.582,25.33
2741,25.11,13.152,15.44,16.663,19.738,23.632,25.55,25.393
2742,24.827,13.622,15.44,16.6,19.706,23.632,25.582,25.393
2743,24.921,13.403,15.44,16.6,19.706,23.601,25.582,25.362
2744,25.142,13.058,15.44,16.6,19.675,23.601,25.582,25.393
2745,25.079,13.246,15.377,16.569,19.675,23.57,25.582,25.362
2746,24.859,13.56,15.377,16.569,19.612,23.57,25.55,25.362
2747,25.016,13.278,15.409,16.537,19.612,23.538,25.55,25.33
2748,25.173,12.964,15.409,16.537,19.612,23.507,25.519,25.362
2749,24.859,13.434,15.346,16.506,19.549,23.507,25.519,25.362
2750,24.859,13.497,15.346,16.506,19.549,23.475,25.519,25.393
2751,25.079,13.184,15.346,16.475,19.518,23.475,25.55,25.362
2752,25.11,12.996,15.346,16.443,19.486,23.444,25.55,25.393
2753,24.827,13.528,15.283,16.443,19.486,23.444,25.519,25.393
2754,24.89,13.434,15.314,16.443,19.455,23.412,25.487,25.362
2755,25.047,13.058,15.314,16.443,19.455,23.412,25.519,25.362
2756,25.047,13.09,15.283,16.412,19.455,23.381,25.487,25.393
2757,24.796,13.56,15.283,16.412,19.455,23.381,25.487,25.362
2758,24.921,13.34,15.314,16.412,19.392,23.318,25.487,25.393
2759,25.11,12.996,15.283,16.38,19.392,23.318,25.519,25.362
2760,24.984,13.215,15.283,16.38,19.361,23.318,25.487,25.362
2761,24.796,13.56,15.252,16.349,19.361,23.287,25.487,25.393
2762,24.921,13.309,15.252,16.349,19.361,23.255,25.487,25.393
2763,25.11,12.964,15.252,16.318,19.298,23.255,25.456,25.393
2764,24.859,13.403,15.22,16.318,19.298,23.255,25.487,25.393
2765,24.89,13.497,15.252,16.286,19.267,23.255,25.456,25.425
2766,25.016,13.184,15.283,16.286,19.267,23.192,25.456,25.393
2767,25.079,13.058,15.22,16.286,19.235,23.192,25.425,25.362
2768,24.796,13.528,15.22,16.286,19.267,23.192,25.456,25.393
2769,24.827,13.403,15.22,16.286,19.235,23.161,25.456,25.393
2770,25.047,13.027,15.252,16.255,19.204,23.13,25.425,25.393
2771,24.984,13.215,15.189,16.255,19.204,23.13,25.425,25.393
2772,24.764,13.56,15.189,16.255,19.173,23.098,25.456,25.393
2773,24.953,13.34,15.22,16.224,19.173,23.098,25.425,25.393
2774,25.047,13.027,15.22,16.255,19.141,23.098,25.425,25.393
2775,24.796,13.497,15.189,16.255,19.11,23.035,25.393,25.393
2776,24.827,13.528,15.189,16.224,19.11,23.035,25.425,25.393
2777,25.016,13.184,15.22,16.192,19.078,23.035,25.393,25.393
2778,24.953,13.184,15.189,16.224,19.078,23.004,25.425,25.393
2779,24.733,13.622,15.189,16.224,19.078,23.004,25.393,25.393
2780,24.921,13.434,15.22,16.192,19.047,22.973,25.393,25.362
2781,25.079,13.027,15.22,16.192,19.047,22.973,25.393,25.393
2782,24.859,13.466,15.158,16.192,19.047,22.973,25.393,25.393
2783,24.701,13.685,15.189,16.192,18.984,22.941,25.362,25.393
2784,24.921,13.434,15.22,16.161,19.016,22.91,25.393,25.393
2785,25.047,13.121,15.22,16.192,18.984,22.91,25.393,25.393
2786,24.764,13.654,15.189,16.161,18.984,22.878,25.362,25.393
2787,24.764,13.685,15.22,16.161,18.984,22.878,25.393,25.393
2788,24.953,13.34,15.22,16.161,18.953,22.847,25.362,25.393
2789,24.953,13.278,15.22,16.161,18.921,22.847,25.33,25.393
2790,24.701,13.779,15.189,16.161,18.921,22.847,25.362,25.425
2791,24.827,13.622,15.252,16.161,18.921,22.815,25.362,25.393
2792,25.016,13.246,15.252,16.161,18.921,22.784,25.299,25.393
2793,24.827,13.56,15.189,16.192,18.921,22.784,25.299,25.393
2794,24.733,13.81,15.252,16.161,18.89,22.784,25.33,25.393
2795,24.89,13.528,15.283,16.161,18.859,22.753,25.299,25.393
2796,25.016,13.34,15.252,16.161,18.827,22.753,25.299,25.393
2797,24.701,13.873,15.22,16.161,18.89,22.753,25.299,25.393
2798,24.796,13.748,15.252,16.161,18.827,22.721,25.299,25.393
2799,25.016,13.372,15.252,16.161,18.827,22.69,25.267,25.393
2800,24.796,13.779,15.252,16.161,18.827,22.69,25.299,25.362
2801,24.733,13.904,15.252,16.161,18.796,22.658,25.267,25.425
2802,24.921,13.591,15.283,16.192,18.827,22.627,25.267,25.393
2803,24.953,13.497,15.283,16.161,18.827,22.658,25.267,25.393
2804,24.67,14.03,15.283,16.161,18.796,22.627,25.267,25.393
2805,24.764,13.873,15.314,16.161,18.796,22.627,25.236,25.362
2806,24.984,13.528,15.346,16.192,18.796,22.595,25.267,25.425
2807,24.827,13.779,15.314,16.192,18.765,22.595,25.236,25.425
2808,24.638,14.124,15.346,16.161,18.733,22.564,25.236,25.393
2809,24.859,13.873,15.377,16.192,18.765,22.564,25.236,25.393
2810,24.984,13.56,15.346,16.192,18.765,22.564,25.236,25.393
2811,24.67,14.124,15.377,16.192,18.765,22.533,25.204,25.393
2812,24.701,14.124,15.377,16.224,18.702,22.533,25.236,25.393
2813,24.921,13.779,15.44,16.224,18.733,22.501,25.173,25.393
2814,24.89,13.842,15.409,16.224,18.733,22.501,25.173,25.393
2815,24.67,14.312,15.377,16.224,18.733,22.47,25.204,25.393
2816,24.827,14.03,15.471,16.192,18.733,22.47,25.204,25.425
2817,24.953,13.716,15.44,16.255,18.733,22.438,25.173,25.393
2818,24.701,14.249,15.44,16.255,18.702,22.438,25.204,25.425
2819,24.701,14.28,15.471,16.255,18.702,22.407,25.204,25.393
2820,24.89,13.967,15.503,16.224,18.702,22.407,25.173,25.393
2821,24.89,13.967,15.503,16.255,18.702,22.438,25.173,25.393
2822,24.576,14.5,15.503,16.255,18.702,22.375,25.142,25.393
2823,24.701,14.312,15.565,16.255,18.67,22.375,25.142,25.425
2824,24.953,13.936,15.565,16.286,18.67,22.375,25.11,25.393
2825,24.796,14.28,15.565,16.286,18.702,22.344,25.11,25.393
2826,24.607,14.594,15.597,16.318,18.67,22.344,25.142,25.425
2827,24.827,14.28,15.628,16.318,18.67,22.344,25.142,25.393
2828,24.921,14.092,15.659,16.349,18.67,22.313,25.11,25.393
2829,24.638,14.625,15.597,16.318,18.67,22.313,25.142,25.425
2830,24.701,14.5,15.659,16.349,18.639,22.281,25.11,25.393
2831,24.921,14.155,15.691,16.349,18.67,22.313,25.11,25.393
2832,24.67,14.562,15.659,16.38,18.67,22.281,25.11,25.393
2833,24.607,14.75,15.691,16.38,18.67,22.25,25.11,25.393
2834,24.796,14.437,15.753,16.412,18.67,22.25,25.11,25.425
2835,24.827,14.374,15.722,16.412,18.67,22.25,25.11,25.425
2836,24.576,14.907,15.753,16.412,18.639,22.25,25.079,25.425
2837,24.733,14.719,15.816,16.412,18.67,22.218,25.079,25.393
2838,24.89,14.374,15.847,16.443,18.67,22.218,25.079,25.393
2839,24.67,14.844,15.816,16.443,18.67,22.218,25.079,25.393
2840,24.607,15.001,15.847,16.475,18.639,22.187,25.079,25.425
2841,24.796,14.656,15.91,16.475,18.639,22.156,25.047,25.393
2842,24.827,14.625,15.879,16.475,18.639,22.187,25.079,25.425
2843,24.513,15.189,15.91,16.506,18.67,22.156,25.047,25.425
2844,24.67,15.001,15.941,16.537,18.67,22.156,25.016,25.425
2845,24.89,14.656,15.973,16.569,18.67,22.156,25.047,25.393
2846,24.701,15.064,15.941,16.569,18.67,22.156,25.016,25.393
2847,24.544,15.252,16.004,16.569,18.639,22.124,25.047,25.425
2848,24.764,14.938,16.036,16.6,18.639,22.124,24.984,25.393
2849,24.827,14.938,16.098,16.663,18.67,22.124,25.016,25.425
2850,24.513,15.44,16.098,16.631,18.67,22.093,25.016,25.425
2851,24.67,15.252,16.13,16.631,18.67,22.093,25.016,25.425
2852,24.859,14.907,16.161,16.663,18.67,22.124,25.016,25.393
2853,24.576,15.44,16.161,16.694,18.67,22.093,24.984,25.393
