time (s),reference,Peltier,x = 0.1cm,x = 2.1cm,x = 6.1cm,x = 14.1cm,x = 30.1cm,x = 62.2cm
2,23.695,24.261,23.538,23.507,23.664,24.041,24.355,24.733
3,23.915,23.915,23.57,23.538,23.664,24.073,24.355,24.733
4,23.947,23.884,23.601,23.538,23.632,24.104,24.355,24.733
5,23.632,24.481,23.57,23.57,23.632,24.073,24.355,24.733
6,23.821,24.355,23.664,23.57,23.664,24.104,24.355,24.701
7,23.978,24.01,23.727,23.632,23.664,24.073,24.355,24.733
8,23.695,24.544,23.695,23.632,23.664,24.073,24.355,24.733
9,23.727,24.638,23.758,23.664,23.664,24.041,24.324,24.701
10,23.978,24.261,23.821,23.695,23.664,24.073,24.324,24.733
11,23.758,24.701,23.758,23.727,23.664,24.073,24.355,24.733
12,23.664,24.89,23.884,23.727,23.664,24.041,24.355,24.733
13,23.915,24.481,23.947,23.758,23.664,24.073,24.355,24.733
14,23.884,24.733,23.947,23.79,23.695,24.073,24.355,24.764
15,23.601,25.204,24.01,23.79,23.695,24.104,24.355,24.67
16,23.853,24.859,24.073,23.821,23.664,24.041,24.355,24.701
17,23.884,24.796,24.104,23.884,23.727,24.073,24.355,24.733
18,23.57,25.393,24.135,23.947,23.727,24.073,24.355,24.733
19,23.79,25.204,24.23,23.947,23.727,24.104,24.387,24.701
20,23.915,24.953,24.261,23.978,23.727,24.073,24.355,24.701
21,23.601,25.613,24.293,24.01,23.758,24.041,24.355,24.701
22,23.664,25.519,24.355,24.073,23.79,24.041,24.355,24.796
23,23.915,25.142,24.387,24.104,23.79,24.073,24.355,24.733
24,23.632,25.645,24.418,24.135,23.79,24.041,24.387,24.733
25,23.632,25.771,24.481,24.135,23.79,24.01,24.387,24.701
26,23.915,25.362,24.576,24.198,23.821,24.041,24.324,24.733
27,23.695,25.802,24.576,24.23,23.821,24.041,24.355,24.796
28,23.632,26.054,24.607,24.261,23.853,24.104,24.355,24.733
29,23.884,25.645,24.733,24.324,23.853,24.073,24.355,24.733
30,23.821,25.865,24.733,24.355,23.853,24.073,24.355,24.733
31,23.538,26.368,24.764,24.387,23.884,24.041,24.355,24.764
32,23.79,26.085,24.859,24.45,23.884,24.104,24.355,24.764
33,23.884,25.896,24.89,24.481,23.915,24.073,24.355,24.733
34,23.601,26.494,24.921,24.513,23.947,24.073,24.355,24.733
35,23.695,26.368,25.047,24.576,23.947,24.104,24.355,24.733
36,23.853,26.117,25.079,24.607,23.978,24.104,24.355,24.733
37,23.601,26.746,25.079,24.638,24.01,24.104,24.355,24.733
38,23.664,26.557,25.204,24.67,24.01,24.073,24.324,24.733
39,23.884,26.274,25.204,24.701,24.041,24.073,24.355,24.764
40,23.632,26.872,25.267,24.764,24.073,24.104,24.355,24.733
41,23.664,26.903,25.33,24.796,24.104,24.073,24.355,24.733
42,23.884,26.494,25.393,24.827,24.073,24.104,24.355,24.733
43,23.695,26.966,25.425,24.921,24.135,24.073,24.355,24.701
44,23.632,27.123,25.487,24.953,24.135,24.104,24.355,24.764
45,23.884,26.683,25.55,24.984,24.167,24.104,24.355,24.764
46,23.664,27.123,25.55,25.016,24.198,24.104,24.355,24.701
47,23.57,27.375,25.645,25.11,24.198,24.167,24.355,24.733
48,23.853,26.966,25.708,25.11,24.23,24.104,24.355,24.733
49,23.758,27.186,25.739,25.142,24.23,24.073,24.355,24.733
50,23.475,27.69,25.771,25.173,24.261,24.135,24.324,24.764
51,23.758,27.312,25.865,25.456,24.261,24.135,24.355,24.733
52,23.821,27.218,25.896,25.267,24.293,24.104,24.324,24.733
53,23.538,27.847,25.928,25.33,24.355,24.104,24.355,24.733
54,23.695,27.69,26.022,25.393,24.355,24.135,24.355,24.733
55,23.821,27.438,26.054,25.393,24.355,24.135,24.387,24.733
56,23.538,28.036,26.085,25.456,24.418,24.167,24.355,24.733
57,23.664,27.941,26.211,25.55,24.418,24.104,24.387,24.733
58,23.853,27.627,26.242,25.55,24.45,24.135,24.355,24.764
59,23.57,28.193,26.242,25.613,24.481,24.198,24.355,24.67
60,23.601,28.225,26.337,25.676,24.481,24.135,24.355,24.733
61,23.884,27.816,26.431,25.676,24.544,24.198,24.355,24.764
62,23.632,28.288,26.4,25.739,24.544,24.167,24.324,24.701
63,23.538,28.571,26.494,25.771,24.607,24.198,24.355,24.764
64,23.853,28.099,26.588,25.833,24.607,24.167,24.355,24.764
65,23.695,28.319,26.588,25.896,24.638,24.167,24.355,24.733
66,23.507,28.823,26.651,25.928,24.638,24.167,24.387,24.733
67,23.727,28.445,26.746,25.959,24.67,24.198,24.355,24.733
68,23.853,28.319,26.777,26.022,24.733,24.198,24.355,24.764
69,23.538,28.917,26.777,26.022,24.733,24.167,24.355,24.764
70,23.664,28.823,26.903,26.117,24.764,24.198,24.355,24.733
71,23.853,28.508,26.934,26.148,24.796,24.198,24.355,24.733
72,23.57,29.075,26.997,26.211,24.827,24.23,24.355,24.764
73,23.601,29.106,27.029,26.242,24.859,24.23,24.355,24.733
74,23.853,28.697,27.123,26.305,24.89,24.261,24.355,24.764
75,23.57,29.138,27.123,26.337,24.921,24.23,24.355,24.764
76,23.57,29.358,27.186,26.368,24.953,24.23,24.355,24.733
77,23.853,28.917,27.281,26.431,24.953,24.293,24.355,24.733
78,23.601,29.295,27.281,26.494,24.984,24.261,24.324,24.733
79,23.538,29.579,27.344,26.525,25.016,24.261,24.355,24.764
80,23.79,29.169,27.406,26.588,25.047,24.261,24.387,24.764
81,23.695,29.39,27.438,26.651,25.079,24.293,24.355,24.764
82,23.475,29.862,27.501,26.651,25.079,24.293,24.355,24.764
83,23.758,29.453,27.595,26.746,25.142,24.293,24.355,24.764
84,23.79,29.421,27.627,26.777,25.142,24.324,24.355,24.764
85,23.538,30.019,27.627,26.809,25.236,24.324,24.355,24.733
86,23.664,29.831,27.721,26.872,25.236,24.355,24.355,24.733
87,23.853,29.547,27.784,26.934,25.267,24.355,24.387,24.733
88,23.538,30.114,27.816,26.966,25.267,24.355,24.355,24.764
89,23.601,30.177,27.91,26.997,25.299,24.355,24.355,24.733
90,23.853,29.736,27.941,27.029,25.33,24.355,24.387,24.764
91,23.601,30.177,27.941,27.092,25.362,24.355,24.355,24.733
92,23.538,30.429,28.036,27.155,25.393,24.387,24.355,24.764
93,23.853,29.956,28.099,27.218,25.425,24.387,24.387,24.764
94,23.695,30.177,28.13,27.249,25.487,24.387,24.387,24.733
95,23.475,30.681,28.193,27.281,25.519,24.418,24.355,24.796
96,23.727,30.366,28.288,27.344,25.519,24.418,24.355,24.733
97,23.79,30.271,28.288,27.375,25.55,24.418,24.355,24.764
98,23.475,30.838,28.319,27.406,25.582,24.418,24.387,24.764
99,23.664,30.681,28.414,27.469,25.613,24.45,24.355,24.764
100,23.821,30.397,28.445,27.532,25.645,24.45,24.355,24.764
101,23.57,30.964,28.477,27.564,25.676,24.45,24.387,24.764
102,23.601,30.964,28.571,27.564,25.739,24.45,24.355,24.764
103,23.821,30.523,28.634,27.658,25.739,24.481,24.387,24.764
104,23.664,31.027,28.634,27.721,25.771,24.481,24.387,24.733
105,23.57,31.154,28.728,27.753,25.802,24.513,24.418,24.764
106,23.853,30.744,28.791,27.784,25.865,24.544,24.355,24.764
107,23.632,31.122,28.791,27.847,25.865,24.544,24.355,24.764
108,23.538,31.406,28.854,27.91,25.928,24.576,24.387,24.764
109,23.821,30.964,28.917,27.941,25.928,24.544,24.355,24.764
110,23.695,31.248,28.949,27.973,25.959,24.576,24.355,24.764
111,23.475,31.658,28.98,28.036,25.991,24.576,24.355,24.733
112,23.79,31.185,29.075,28.099,26.022,24.607,24.387,24.733
113,23.79,31.154,29.106,28.13,26.054,24.576,24.387,24.764
114,23.444,31.784,29.138,28.162,26.085,24.607,24.355,24.701
115,23.664,31.595,29.264,28.225,26.117,24.638,24.355,24.796
116,23.821,31.311,29.264,28.256,26.148,24.638,24.387,24.764
117,23.475,31.847,29.264,28.319,26.179,24.638,24.355,24.733
118,23.57,31.878,29.39,28.351,26.211,24.67,24.355,24.764
119,23.821,31.469,29.421,28.382,26.274,24.67,24.387,24.733
120,23.632,31.91,29.421,28.414,26.274,24.67,24.355,24.733
121,23.507,32.162,29.484,28.508,26.305,24.701,24.387,24.733
122,23.821,31.689,29.579,28.54,26.337,24.701,24.387,24.764
123,23.727,31.878,29.579,28.571,26.368,24.733,24.387,24.764
124,23.507,32.414,29.61,28.603,26.4,24.733,24.355,24.764
125,23.727,32.036,29.705,28.665,26.431,24.764,24.387,24.764
126,23.821,31.878,29.736,28.697,26.463,24.764,24.355,24.764
127,23.507,32.477,29.736,28.728,26.494,24.764,24.387,24.764
128,23.632,32.351,29.831,28.791,26.525,24.764,24.355,24.764
129,23.821,32.004,29.893,28.823,26.557,24.796,24.387,24.764
130,23.632,32.509,29.893,28.886,26.588,24.796,24.387,24.764
131,23.538,32.666,29.956,28.886,26.62,24.827,24.355,24.764
132,23.853,32.162,30.051,28.949,26.651,24.827,24.387,24.764
133,23.695,32.477,30.051,29.012,26.714,24.827,24.387,24.796
134,23.475,32.95,30.114,29.043,26.714,24.859,24.387,24.764
135,23.79,32.509,30.177,29.106,26.746,24.89,24.387,24.764
136,23.79,32.446,30.177,29.138,26.777,24.89,24.355,24.764
137,23.507,33.076,30.208,29.201,26.809,24.89,24.387,24.764
138,23.664,32.855,30.303,29.201,26.84,24.921,24.387,24.764
139,23.853,32.54,30.334,29.264,26.872,24.921,24.387,24.764
140,23.57,33.139,30.366,29.295,26.903,24.921,24.387,24.733
141,23.538,33.108,30.429,29.358,26.934,24.953,24.387,24.764
142,23.884,32.666,30.46,29.358,26.966,24.953,24.387,24.764
143,23.632,33.108,30.492,29.421,26.997,24.984,24.387,24.764
144,23.475,33.36,30.555,29.484,27.029,24.984,24.387,24.764
145,23.821,32.918,30.649,29.516,27.06,25.016,24.418,24.764
146,23.664,33.202,30.649,29.547,27.123,25.016,24.387,24.764
147,23.538,33.486,30.681,29.579,27.123,25.047,24.418,24.764
148,23.821,32.981,30.775,29.642,27.155,25.047,24.387,24.764
149,23.727,33.202,30.744,29.673,27.186,25.079,24.387,24.764
150,23.538,33.707,30.807,29.705,27.218,25.079,24.387,24.764
151,23.758,33.297,30.87,29.768,27.249,25.079,24.418,24.764
152,23.79,33.234,30.901,29.799,27.281,25.11,24.387,24.764
153,23.507,33.801,30.933,29.831,27.312,25.142,24.387,24.764
154,23.695,33.58,30.964,29.893,27.344,25.142,24.418,24.764
155,23.884,33.265,31.027,29.925,27.375,25.173,24.418,24.733
156,23.538,33.833,31.027,29.956,27.438,25.173,24.418,24.764
157,23.601,33.896,31.091,29.988,27.469,25.173,24.418,24.796
158,23.884,33.391,31.154,30.051,27.469,25.204,24.418,24.764
159,23.664,33.77,31.122,30.051,27.501,25.236,24.418,24.764
160,23.538,34.117,31.217,30.114,27.532,25.236,24.418,24.764
161,23.821,33.675,31.28,30.145,27.564,25.267,24.418,24.764
162,23.79,33.707,31.28,30.208,27.595,25.299,24.418,24.733
163,23.507,34.274,31.311,30.24,27.627,25.267,24.418,24.764
164,23.695,33.99,31.374,30.24,27.627,25.299,24.418,24.764
165,23.884,33.707,31.406,30.303,27.69,25.299,24.418,24.764
166,23.57,34.306,31.437,30.334,27.721,25.33,24.418,24.796
167,23.664,34.243,31.532,30.366,27.753,25.33,24.418,24.764
168,23.884,33.801,31.532,30.397,27.753,25.362,24.418,24.733
169,23.632,34.243,31.532,30.46,27.784,25.362,24.418,24.764
170,23.601,34.432,31.563,30.46,27.816,25.393,24.45,24.764
171,23.853,33.99,31.658,30.523,27.879,25.425,24.45,24.764
172,23.695,34.274,31.626,30.555,27.879,25.393,24.418,24.764
173,23.507,34.653,31.689,30.586,27.91,25.456,24.418,24.764
174,23.821,34.18,31.752,30.618,27.941,25.456,24.45,24.764
175,23.853,34.148,31.784,30.649,27.973,25.456,24.45,24.796
176,23.57,34.747,31.784,30.712,28.036,25.487,24.418,24.733
177,23.727,34.527,31.878,30.744,28.036,25.487,24.418,24.764
178,23.853,34.211,31.878,30.775,28.067,25.519,24.45,24.764
179,23.57,34.779,31.878,30.807,28.099,25.519,24.45,24.764
180,23.664,34.684,31.973,30.838,28.099,25.55,24.418,24.764
181,23.915,34.306,32.004,30.87,28.162,25.55,24.45,24.764
182,23.821,34.747,31.973,30.933,28.193,25.582,24.481,24.796
183,23.632,34.937,32.036,30.933,28.225,25.582,24.418,24.733
184,23.915,34.432,32.13,30.996,28.225,25.582,24.45,24.733
185,23.758,34.684,32.099,31.027,28.288,25.613,24.481,24.764
186,23.538,35.094,32.13,31.027,28.319,25.613,24.45,24.733
187,23.821,34.684,32.225,31.027,28.351,25.645,24.45,24.764
188,23.884,34.558,32.193,31.122,28.351,25.676,24.481,24.764
189,23.601,35.157,32.225,31.122,28.414,25.676,24.45,24.764
190,23.727,34.968,32.288,31.154,28.445,25.708,24.481,24.764
191,23.915,34.621,32.319,31.217,28.445,25.708,24.481,24.796
192,23.601,35.126,32.319,31.217,28.477,25.708,24.481,24.764
193,23.664,35.189,32.383,31.248,28.477,25.771,24.481,24.764
194,23.947,34.716,32.414,31.28,28.508,25.739,24.481,24.764
195,23.727,35.094,32.383,31.311,28.54,25.771,24.481,24.764
196,23.601,35.347,32.446,31.374,28.571,25.802,24.481,24.764
197,23.884,34.874,32.509,31.374,28.603,25.833,24.481,24.764
198,23.79,35,32.477,31.406,28.634,25.802,24.481,24.764
199,23.601,35.504,32.54,31.437,28.665,25.833,24.481,24.796
200,23.79,35.094,32.603,31.469,28.665,25.865,24.481,24.764
201,23.884,34.968,32.603,31.5,28.697,25.865,24.513,24.764
202,23.57,35.504,32.635,31.532,28.728,25.896,24.481,24.764
203,23.727,35.347,32.698,31.563,28.76,25.928,24.481,24.764
204,23.915,35,32.698,31.595,28.791,25.928,24.481,24.764
205,23.664,35.504,32.698,31.626,28.823,25.959,24.513,24.764
206,23.727,35.441,32.729,31.626,28.823,25.959,24.513,24.733
207,23.947,35,32.761,31.658,28.854,25.959,24.513,24.764
208,23.727,35.473,32.761,31.689,28.886,25.991,24.513,24.764
209,23.664,35.599,32.792,31.721,28.917,26.022,24.513,24.764
210,23.915,35.126,32.824,31.721,28.917,26.022,24.544,24.796
211,23.758,35.441,32.824,31.784,28.949,26.022,24.544,24.764
212,23.632,35.757,32.887,31.784,28.949,26.054,24.544,24.764
213,23.947,35.221,32.95,31.815,29.012,26.054,24.513,24.796
214,23.821,35.378,32.887,31.847,29.012,26.085,24.544,24.764
215,23.601,35.852,32.918,31.878,29.043,26.117,24.544,24.796
216,23.853,35.473,33.013,31.91,29.075,26.117,24.513,24.764
217,23.947,35.347,32.981,31.941,29.106,26.117,24.544,24.764
218,23.632,35.852,32.981,31.941,29.138,26.148,24.544,24.796
219,23.79,35.694,33.044,31.973,29.169,26.179,24.576,24.796
220,24.01,35.284,33.076,32.004,29.169,26.179,24.576,24.796
221,23.695,35.757,33.076,32.004,29.201,26.179,24.544,24.764
222,23.664,35.852,33.108,32.067,29.232,26.211,24.576,24.764
223,23.978,35.41,33.139,32.067,29.232,26.211,24.544,24.764
224,23.884,35.694,33.108,32.067,29.264,26.242,24.544,24.764
225,23.664,36.009,33.139,32.099,29.295,26.274,24.576,24.764
226,23.915,35.504,33.202,32.13,29.327,26.305,24.576,24.796
227,23.915,35.568,33.202,32.13,29.327,26.305,24.576,24.796
228,23.664,36.041,33.202,32.162,29.358,26.305,24.576,24.764
229,23.884,35.725,33.265,32.162,29.39,26.337,24.576,24.764
230,23.978,35.504,33.234,32.225,29.39,26.337,24.576,24.733
231,23.695,36.072,33.234,32.225,29.421,26.368,24.576,24.796
232,23.727,35.883,33.328,32.256,29.453,26.368,24.607,24.764
233,24.01,35.473,33.297,32.288,29.453,26.4,24.576,24.764
234,23.758,35.978,33.297,32.256,29.484,26.4,24.576,24.764
235,23.695,36.072,33.36,32.288,29.516,26.4,24.607,24.764
236,23.978,35.568,33.36,32.319,29.516,26.463,24.607,24.796
237,23.853,35.788,33.36,32.351,29.547,26.431,24.607,24.764
238,23.664,36.23,33.36,32.383,29.579,26.494,24.576,24.764
239,23.884,35.757,33.423,32.383,29.579,26.494,24.607,24.796
240,23.978,35.631,33.423,32.383,29.61,26.494,24.607,24.764
241,23.664,36.23,33.423,32.446,29.61,26.525,24.607,24.764
242,23.821,35.946,33.454,32.446,29.642,26.525,24.607,24.764
243,24.041,35.568,33.454,32.414,29.673,26.525,24.607,24.764
244,23.695,36.072,33.454,32.446,29.705,26.557,24.638,24.764
245,23.758,36.104,33.517,32.477,29.705,26.557,24.638,24.764
246,24.073,35.631,33.517,32.477,29.736,26.588,24.607,24.764
247,23.884,35.915,33.486,32.54,29.736,26.62,24.638,24.796
248,23.727,36.23,33.517,32.54,29.768,26.62,24.67,24.764
249,24.01,35.725,33.549,32.54,29.768,26.62,24.638,24.764
250,23.947,35.757,33.517,32.54,29.768,26.62,24.607,24.796
251,23.695,36.262,33.549,32.572,29.799,26.651,24.638,24.796
252,23.915,35.915,33.58,32.572,29.831,26.651,24.67,24.796
253,24.041,35.694,33.58,32.603,29.862,26.714,24.638,24.796
254,23.695,36.23,33.549,32.635,29.862,26.714,24.67,24.764
255,23.821,36.104,33.612,32.635,29.893,26.714,24.638,24.764
256,24.073,35.599,33.644,32.635,29.925,26.746,24.638,24.764
257,23.821,36.072,33.58,32.666,29.893,26.777,24.67,24.796
258,23.758,36.199,33.612,32.635,29.956,26.746,24.67,24.796
259,24.041,35.694,33.644,32.666,29.956,26.777,24.67,24.764
260,23.915,35.883,33.612,32.666,29.956,26.777,24.67,24.764
261,23.632,36.262,33.612,32.698,30.019,26.809,24.701,24.796
262,24.041,35.757,33.675,32.698,30.019,26.809,24.701,24.796
263,24.01,35.757,33.612,32.729,30.019,26.84,24.701,24.796
264,23.695,36.293,33.644,32.729,30.051,26.84,24.701,24.796
265,23.915,35.946,33.675,32.729,30.051,26.872,24.701,24.796
266,24.073,35.662,33.644,32.761,30.051,26.872,24.701,24.764
267,23.79,36.199,33.612,32.761,30.082,26.903,24.67,24.796
268,23.821,36.136,33.675,32.729,30.082,26.934,24.733,24.796
269,24.135,35.631,33.675,32.761,30.114,26.934,24.701,24.764
270,23.853,35.946,33.644,32.761,30.114,26.966,24.733,24.796
271,23.79,36.23,33.644,32.792,30.145,26.966,24.733,24.764
272,24.073,35.694,33.707,32.792,30.145,26.997,24.733,24.764
273,24.01,35.757,33.675,32.792,30.177,26.997,24.733,24.796
274,23.727,36.23,33.644,32.792,30.177,26.997,24.764,24.796
275,24.01,35.788,33.738,32.824,30.177,26.997,24.733,24.764
276,24.104,35.599,33.675,32.792,30.177,27.029,24.733,24.796
277,23.821,36.167,33.675,32.792,30.208,27.029,24.733,24.796
278,23.915,36.009,33.707,32.824,30.24,27.06,24.764,24.796
279,24.135,35.504,33.675,32.824,30.271,27.092,24.764,24.796
280,24.01,35.946,33.675,32.855,30.271,27.092,24.764,24.764
281,23.821,36.104,33.675,32.855,30.271,27.092,24.796,24.764
282,24.135,35.568,33.738,32.824,30.271,27.092,24.796,24.796
283,23.978,35.725,33.675,32.824,30.303,27.123,24.796,24.764
284,23.79,36.136,33.675,32.855,30.303,27.155,24.764,24.796
285,24.073,35.662,33.707,32.824,30.303,27.123,24.764,24.796
286,24.041,35.568,33.644,32.855,30.303,27.155,24.796,24.764
287,23.79,36.072,33.675,32.824,30.303,27.186,24.796,24.796
288,24.01,35.725,33.675,32.855,30.334,27.186,24.796,24.796
289,24.104,35.441,33.644,32.855,30.334,27.218,24.827,24.796
290,23.821,35.978,33.612,32.887,30.334,27.218,24.796,24.796
291,23.884,35.852,33.675,32.855,30.397,27.249,24.827,24.796
292,24.198,35.347,33.644,32.855,30.397,27.218,24.827,24.764
293,23.915,35.757,33.612,32.887,30.397,27.249,24.827,24.796
294,23.915,35.883,33.644,32.855,30.397,27.249,24.827,24.796
295,24.167,35.347,33.675,32.855,30.397,27.281,24.827,24.827
296,24.01,35.568,33.612,32.887,30.397,27.281,24.827,24.796
297,23.821,35.915,33.612,32.855,30.429,27.312,24.859,24.796
298,24.104,35.441,33.644,32.824,30.429,27.312,24.827,24.796
299,24.135,35.378,33.58,32.855,30.429,27.312,24.827,24.796
300,23.821,35.883,33.58,32.855,30.46,27.375,24.859,24.796
301,24.01,35.568,33.612,32.855,30.46,27.375,24.859,24.796
302,24.198,35.157,33.58,32.855,30.46,27.375,24.859,24.796
303,23.884,35.694,33.58,32.855,30.46,27.375,24.859,24.764
304,23.915,35.694,33.58,32.824,30.492,27.375,24.859,24.796
305,24.23,35.126,33.549,32.824,30.492,27.375,24.89,24.796
306,24.041,35.41,33.517,32.824,30.492,27.438,24.89,24.796
307,23.884,35.725,33.517,32.824,30.492,27.406,24.89,24.796
308,24.167,35.221,33.549,32.824,30.492,27.438,24.89,24.764
309,24.104,35.221,33.517,32.824,30.523,27.469,24.89,24.796
310,23.884,35.662,33.486,32.824,30.492,27.469,24.89,24.764
311,24.104,35.252,33.517,32.824,30.492,27.469,24.89,24.764
312,24.198,35.031,33.486,32.824,30.523,27.501,24.89,24.796
313,23.915,35.568,33.423,32.792,30.523,27.469,24.921,24.796
314,24.041,35.378,33.454,32.792,30.555,27.501,24.921,24.796
315,24.261,34.842,33.486,32.792,30.523,27.501,24.921,24.796
316,24.041,35.284,33.423,32.792,30.523,27.501,24.921,24.796
317,23.884,35.473,33.391,32.761,30.523,27.532,24.89,24.796
318,24.198,34.937,33.454,32.761,30.523,27.532,24.921,24.796
319,24.135,34.968,33.36,32.729,30.555,27.564,24.953,24.796
320,23.915,35.41,33.36,32.761,30.586,27.564,24.921,24.796
321,24.104,35,33.391,32.729,30.555,27.564,24.953,24.796
322,24.198,34.779,33.36,32.729,30.555,27.564,24.953,24.796
323,23.884,35.315,33.328,32.729,30.586,27.595,24.953,24.796
324,24.073,35.094,33.36,32.698,30.555,27.595,24.953,24.796
325,24.261,34.653,33.297,32.698,30.586,27.627,24.953,24.796
326,24.01,35.094,33.265,32.698,30.586,27.627,24.953,24.796
327,23.978,35.094,33.234,32.666,30.555,27.658,24.984,24.764
328,24.261,34.558,33.265,32.635,30.555,27.658,24.953,24.796
329,24.135,34.716,33.202,32.666,30.555,27.658,24.984,24.796
330,23.915,35.126,33.202,32.666,30.586,27.658,24.984,24.796
331,24.167,34.653,33.202,32.635,30.586,27.69,24.984,24.827
332,24.23,34.527,33.171,32.603,30.555,27.69,24.984,24.796
333,23.884,35,33.108,32.635,30.586,27.721,25.016,24.796
334,24.135,34.684,33.139,32.572,30.586,27.721,25.016,24.796
335,24.293,34.306,33.108,32.603,30.555,27.721,25.016,24.796
336,23.978,34.81,33.076,32.572,30.555,27.721,25.016,24.796
337,24.041,34.747,33.076,32.54,30.555,27.721,25.047,24.796
338,24.293,34.211,33.076,32.54,30.555,27.753,25.016,24.764
339,24.104,34.495,33.013,32.54,30.586,27.753,25.016,24.764
340,23.947,34.747,32.981,32.509,30.586,27.753,25.047,24.796
341,24.23,34.243,33.013,32.509,30.555,27.784,25.047,24.796
342,24.23,34.18,32.918,32.509,30.555,27.753,25.047,24.796
343,23.884,34.684,32.918,32.477,30.586,27.784,25.047,24.796
344,24.104,34.369,32.95,32.446,30.555,27.816,25.047,24.764
345,24.324,33.927,32.918,32.414,30.555,27.784,25.079,24.764
346,24.073,34.432,32.824,32.383,30.555,27.816,25.047,24.796
347,24.041,34.369,32.855,32.383,30.555,27.816,25.047,24.796
348,24.355,33.833,32.824,32.383,30.555,27.816,25.047,24.827
349,24.041,34.117,32.729,32.351,30.555,27.847,25.079,24.796
350,23.978,34.432,32.761,32.351,30.555,27.847,25.079,24.796
351,24.261,33.927,32.761,32.319,30.555,27.879,25.079,24.764
352,24.293,33.77,32.698,32.288,30.555,27.847,25.11,24.796
353,24.01,34.306,32.666,32.319,30.555,27.879,25.11,24.764
354,24.167,34.022,32.698,32.256,30.555,27.847,25.11,24.796
355,24.355,33.517,32.666,32.256,30.523,27.879,25.11,24.796
356,24.104,33.959,32.603,32.256,30.492,27.91,25.079,24.796
357,24.073,34.022,32.572,32.193,30.492,27.879,25.142,24.796
358,24.324,33.454,32.572,32.193,30.492,27.879,25.11,24.796
359,24.23,33.58,32.509,32.162,30.523,27.879,25.142,24.796
360,24.01,33.959,32.477,32.162,30.492,27.879,25.142,24.796
361,24.261,33.517,32.477,32.13,30.523,27.91,25.142,24.796
362,24.324,33.36,32.414,32.099,30.492,27.941,25.11,24.796
363,24.073,33.833,32.383,32.067,30.492,27.91,25.11,24.796
364,24.198,33.486,32.383,32.067,30.46,27.941,25.173,24.796
365,24.387,33.108,32.351,32.036,30.492,27.91,25.173,24.796
366,24.104,33.58,32.288,32.004,30.46,27.941,25.173,24.796
367,24.104,33.517,32.319,31.973,30.46,27.941,25.173,24.796
368,24.355,32.981,32.288,31.973,30.46,27.941,25.173,24.764
369,24.167,33.265,32.193,31.941,30.429,27.973,25.173,24.796
370,24.041,33.517,32.193,31.91,30.429,27.941,25.204,24.796
371,24.324,33.013,32.193,31.878,30.397,27.973,25.204,24.796
372,24.324,32.918,32.13,31.878,30.429,27.973,25.173,24.796
373,24.01,33.391,32.067,31.847,30.397,28.004,25.204,24.796
374,24.261,33.013,32.067,31.784,30.397,28.004,25.204,24.796
375,24.45,32.603,32.036,31.815,30.397,27.973,25.204,24.796
376,24.135,33.108,31.973,31.752,30.366,27.973,25.204,24.827
377,24.104,33.108,31.973,31.721,30.366,28.004,25.236,24.827
378,24.418,32.603,31.973,31.721,30.334,28.004,25.236,24.827
379,24.324,32.698,31.878,31.689,30.334,28.004,25.236,24.796
380,24.135,33.076,31.847,31.626,30.334,28.004,25.204,24.796
381,24.261,32.666,31.847,31.658,30.334,28.004,25.236,24.796
382,24.481,32.319,31.784,31.595,30.303,28.004,25.236,24.796
383,24.104,32.824,31.721,31.595,30.303,28.036,25.236,24.827
384,24.261,32.698,31.752,31.563,30.271,28.036,25.236,24.796
385,24.481,32.13,31.689,31.532,30.271,28.036,25.236,24.796
386,24.261,32.446,31.626,31.5,30.24,28.004,25.236,24.827
387,24.135,32.635,31.595,31.437,30.24,28.036,25.236,24.796
388,24.418,32.162,31.595,31.437,30.24,28.036,25.299,24.796
389,24.387,32.067,31.5,31.406,30.24,28.036,25.299,24.796
390,24.167,32.446,31.5,31.374,30.208,28.067,25.267,24.796
391,24.355,32.099,31.469,31.343,30.177,28.036,25.267,24.796
392,24.45,31.815,31.406,31.311,30.177,28.067,25.299,24.796
393,24.104,32.319,31.343,31.248,30.177,28.067,25.299,24.796
394,24.261,32.099,31.343,31.217,30.145,28.067,25.267,24.796
395,24.481,31.658,31.343,31.217,30.145,28.067,25.299,24.796
396,24.293,31.941,31.217,31.185,30.145,28.036,25.33,24.796
397,24.135,32.13,31.217,31.154,30.114,28.067,25.299,24.827
398,24.387,31.658,31.185,31.122,30.082,28.036,25.33,24.796
399,24.45,31.5,31.154,31.091,30.082,28.036,25.299,24.796
400,24.198,31.878,31.059,31.059,30.082,28.067,25.299,24.796
401,24.355,31.532,31.091,31.027,30.082,28.067,25.33,24.796
402,24.45,31.248,30.996,30.996,30.051,28.099,25.33,24.827
403,24.135,31.752,30.933,30.933,30.051,28.099,25.33,24.796
404,24.261,31.532,30.933,30.933,30.019,28.067,25.362,24.827
405,24.513,31.027,30.901,30.87,30.019,28.099,25.33,24.796
406,24.261,31.406,30.807,30.87,29.988,28.067,25.33,24.827
407,24.198,31.5,30.807,30.807,29.956,28.067,25.362,24.827
408,24.45,30.996,30.775,30.775,29.956,28.067,25.362,24.827
409,24.387,31.027,30.712,30.712,29.925,28.099,25.362,24.827
410,24.198,31.374,30.681,30.712,29.925,28.099,25.362,24.827
411,24.387,30.964,30.681,30.681,29.893,28.099,25.393,24.796
