0,0,0.484,1.187,1.672,2.375,2.875,3.578,4.062,4.75,5.234,5.937,6.422,7.125,7.609,8.297,8.781,9.484,9.969,10.656,11.141,11.828,12.312,13.016,13.5,14.203,14.687
879.999,4933.819231,4730.819231,4101.819231,3965.819231,3811.819231,3590.819231,3296.819231,3313.819231,3430.819231,3232.819231,3505.819231,3153.819231,2697.819231,2992.819231,2896.819231,2893.819231,2675.819231,3264.819231,2744.819231,2403.819231,2190.819231,2482.819231,2045.819231,2113.819231,1902.819231,1910.819231
878.194,5077.2,4772.2,4115.2,3995.2,3771.2,3515.2,3333.2,3324.2,3340.2,3264.2,3498.2,3008.2,2841.2,3270.2,2855.2,2712.2,2555.2,3203.2,2752.2,2382.2,2098.2,2316.2,2016.2,2086.2,1851.2,1949.2
876.39,4916.173077,4866.173077,4106.173077,4016.173077,3767.173077,3640.173077,3325.173077,3190.173077,3371.173077,3331.173077,3449.173077,3083.173077,2824.173077,3050.173077,2905.173077,2785.173077,2505.173077,3131.173077,2783.173077,2273.173077,2207.173077,2407.173077,2066.173077,2055.173077,1882.173077,1888.173077
874.587,4962.073077,4775.073077,4071.073077,4149.073077,3677.073077,3506.073077,3260.073077,3293.073077,3311.073077,3273.073077,3406.073077,3080.073077,2725.073077,3149.073077,2937.073077,2766.073077,2565.073077,3195.073077,2720.073077,2374.073077,2169.073077,2479.073077,2095.073077,2146.073077,1930.073077,1834.073077
872.782,4950.703846,4777.703846,4144.703846,4062.703846,3694.703846,3612.703846,3376.703846,3230.703846,3322.703846,3184.703846,3478.703846,3093.703846,2796.703846,3078.703846,2926.703846,2920.703846,2631.703846,3154.703846,2822.703846,2396.703846,2197.703846,2265.703846,1851.703846,2020.703846,1851.703846,1872.703846
870.978,5006.876923,4781.876923,4021.876923,3940.876923,3747.876923,3561.876923,3241.876923,3252.876923,3401.876923,3321.876923,3452.876923,3015.876923,2767.876923,3167.876923,2908.876923,2804.876923,2615.876923,3207.876923,2797.876923,2381.876923,2149.876923,2317.876923,1902.876923,2139.876923,1857.876923,1824.876923
869.173,5039.088462,4745.088462,4066.088462,3949.088462,3710.088462,3558.088462,3315.088462,3243.088462,3318.088462,3325.088462,3586.088462,3132.088462,2771.088462,3105.088462,2879.088462,2803.088462,2578.088462,3209.088462,2758.088462,2385.088462,2261.088462,2426.088462,2015.088462,2101.088462,1847.088462,1767.088462
867.367,4892.396154,4750.396154,4034.396154,3942.396154,3744.396154,3558.396154,3368.396154,3264.396154,3356.396154,3237.396154,3527.396154,3118.396154,2790.396154,2986.396154,2999.396154,2782.396154,2654.396154,3133.396154,2684.396154,2386.396154,2197.396154,2426.396154,1980.396154,2065.396154,1821.396154,1908.396154
865.562,4916.934615,4716.934615,4028.934615,4025.934615,3705.934615,3482.934615,3255.934615,3339.934615,3333.934615,3223.934615,3411.934615,3100.934615,2737.934615,3048.934615,2820.934615,2785.934615,2605.934615,3244.934615,2719.934615,2385.934615,2165.934615,2475.934615,2063.934615,2081.934615,1908.934615,1935.934615
